#Perc	time	N	Ekin	Epot	Eges
60.7%	606.89	5	0.452744	12.1918	12.6445
60.7%	606.9	5	0.452608	12.1919	12.6445
60.7%	606.91	5	0.452445	12.1921	12.6445
60.7%	606.92	5	0.452258	12.1923	12.6445
60.7%	606.93	5	0.452052	12.1925	12.6445
60.7%	606.94	5	0.451831	12.1927	12.6445
60.7%	606.95	5	0.451597	12.1929	12.6445
60.7%	606.96	5	0.451356	12.1932	12.6445
60.7%	606.97	5	0.451112	12.1934	12.6445
60.7%	606.98	5	0.450869	12.1936	12.6445
60.7%	606.99	5	0.450631	12.1939	12.6445
60.7%	607	5	0.450403	12.1941	12.6445
60.7%	607.01	5	0.450189	12.1943	12.6445
60.7%	607.02	5	0.449994	12.1945	12.6445
60.7%	607.03	5	0.449822	12.1947	12.6445
60.7%	607.04	5	0.449676	12.1948	12.6445
60.7%	607.05	5	0.449562	12.195	12.6445
60.7%	607.06	5	0.449483	12.195	12.6445
60.7%	607.07	5	0.449444	12.1951	12.6445
60.7%	607.08	5	0.449447	12.1951	12.6445
60.7%	607.09	5	0.449497	12.195	12.6445
60.7%	607.1	5	0.449596	12.1949	12.6445
60.7%	607.11	5	0.449748	12.1948	12.6445
60.7%	607.12	5	0.449955	12.1946	12.6445
60.7%	607.13	5	0.45022	12.1943	12.6445
60.7%	607.14	5	0.450545	12.194	12.6445
60.7%	607.15	5	0.450933	12.1936	12.6445
60.7%	607.16	5	0.451384	12.1931	12.6445
60.7%	607.17	5	0.4519	12.1926	12.6445
60.7%	607.18	5	0.452483	12.192	12.6445
60.7%	607.19	5	0.453132	12.1914	12.6445
60.7%	607.2	5	0.453848	12.1907	12.6445
60.7%	607.21	5	0.454631	12.1899	12.6445
60.7%	607.22	5	0.455482	12.189	12.6445
60.7%	607.23	5	0.456398	12.1881	12.6445
60.7%	607.24	5	0.45738	12.1871	12.6445
60.7%	607.25	5	0.458425	12.1861	12.6445
60.7%	607.26	5	0.459533	12.185	12.6445
60.7%	607.27	5	0.460702	12.1838	12.6445
60.7%	607.28	5	0.461929	12.1826	12.6445
60.7%	607.29	5	0.463213	12.1813	12.6445
60.7%	607.3	5	0.46455	12.18	12.6445
60.7%	607.31	5	0.465937	12.1786	12.6445
60.7%	607.32	5	0.467373	12.1772	12.6445
60.7%	607.33	5	0.468852	12.1757	12.6445
60.7%	607.34	5	0.470372	12.1742	12.6445
60.7%	607.35	5	0.47193	12.1726	12.6445
60.7%	607.36	5	0.473521	12.171	12.6445
60.7%	607.37	5	0.475142	12.1694	12.6445
60.7%	607.38	5	0.476788	12.1677	12.6445
60.7%	607.39	5	0.478455	12.1661	12.6445
60.7%	607.4	5	0.480141	12.1644	12.6445
60.7%	607.41	5	0.481839	12.1627	12.6445
60.7%	607.42	5	0.483546	12.161	12.6445
60.7%	607.43	5	0.485259	12.1593	12.6445
60.7%	607.44	5	0.486972	12.1576	12.6445
60.7%	607.45	5	0.488681	12.1559	12.6445
60.7%	607.46	5	0.490383	12.1541	12.6445
60.7%	607.47	5	0.492073	12.1525	12.6445
60.7%	607.48	5	0.493747	12.1508	12.6445
60.7%	607.49	5	0.495402	12.1491	12.6445
60.8%	607.5	5	0.497034	12.1475	12.6445
60.8%	607.51	5	0.498639	12.1459	12.6445
60.8%	607.52	5	0.500214	12.1443	12.6445
60.8%	607.53	5	0.501754	12.1428	12.6445
60.8%	607.54	5	0.503258	12.1413	12.6445
60.8%	607.55	5	0.504722	12.1398	12.6445
60.8%	607.56	5	0.506143	12.1384	12.6445
60.8%	607.57	5	0.507518	12.137	12.6445
60.8%	607.58	5	0.508846	12.1357	12.6445
60.8%	607.59	5	0.510123	12.1344	12.6445
60.8%	607.6	5	0.511347	12.1332	12.6445
60.8%	607.61	5	0.512518	12.132	12.6445
60.8%	607.62	5	0.513632	12.1309	12.6445
60.8%	607.63	5	0.514688	12.1299	12.6445
60.8%	607.64	5	0.515686	12.1289	12.6445
60.8%	607.65	5	0.516625	12.1279	12.6445
60.8%	607.66	5	0.517502	12.127	12.6445
60.8%	607.67	5	0.518319	12.1262	12.6445
60.8%	607.68	5	0.519073	12.1255	12.6445
60.8%	607.69	5	0.519767	12.1248	12.6445
60.8%	607.7	5	0.520398	12.1241	12.6445
60.8%	607.71	5	0.520968	12.1236	12.6445
60.8%	607.72	5	0.521478	12.1231	12.6445
60.8%	607.73	5	0.521927	12.1226	12.6445
60.8%	607.74	5	0.522317	12.1222	12.6445
60.8%	607.75	5	0.522649	12.1219	12.6445
60.8%	607.76	5	0.522925	12.1216	12.6445
60.8%	607.77	5	0.523145	12.1214	12.6445
60.8%	607.78	5	0.523313	12.1212	12.6445
60.8%	607.79	5	0.523429	12.1211	12.6445
60.8%	607.8	5	0.523497	12.121	12.6445
60.8%	607.81	5	0.523518	12.121	12.6445
60.8%	607.82	5	0.523495	12.121	12.6445
60.8%	607.83	5	0.523431	12.1211	12.6445
60.8%	607.84	5	0.523328	12.1212	12.6445
60.8%	607.85	5	0.523191	12.1214	12.6445
60.8%	607.86	5	0.523021	12.1215	12.6445
60.8%	607.87	5	0.522824	12.1217	12.6445
60.8%	607.88	5	0.522601	12.1219	12.6445
60.8%	607.89	5	0.522358	12.1222	12.6445
60.8%	607.9	5	0.522097	12.1224	12.6445
60.8%	607.91	5	0.521824	12.1227	12.6445
60.8%	607.92	5	0.521541	12.123	12.6445
60.8%	607.93	5	0.521253	12.1233	12.6445
60.8%	607.94	5	0.520964	12.1236	12.6445
60.8%	607.95	5	0.520679	12.1239	12.6445
60.8%	607.96	5	0.520403	12.1241	12.6445
60.8%	607.97	5	0.520138	12.1244	12.6446
60.8%	607.98	5	0.519891	12.1247	12.6446
60.8%	607.99	5	0.519665	12.1249	12.6446
60.8%	608	5	0.519465	12.1251	12.6446
60.8%	608.01	5	0.519295	12.1253	12.6446
60.8%	608.02	5	0.51916	12.1254	12.6446
60.8%	608.03	5	0.519064	12.1255	12.6446
60.8%	608.04	5	0.519012	12.1255	12.6446
60.8%	608.05	5	0.519007	12.1255	12.6446
60.8%	608.06	5	0.519053	12.1255	12.6446
60.8%	608.07	5	0.519155	12.1254	12.6446
60.8%	608.08	5	0.519317	12.1252	12.6446
60.8%	608.09	5	0.519542	12.125	12.6446
60.8%	608.1	5	0.519833	12.1247	12.6446
60.8%	608.11	5	0.520194	12.1244	12.6446
60.8%	608.12	5	0.520627	12.1239	12.6446
60.8%	608.13	5	0.521136	12.1234	12.6446
60.8%	608.14	5	0.521723	12.1228	12.6446
60.8%	608.15	5	0.522391	12.1222	12.6446
60.8%	608.16	5	0.52314	12.1214	12.6446
60.8%	608.17	5	0.523974	12.1206	12.6446
60.8%	608.18	5	0.524893	12.1197	12.6446
60.8%	608.19	5	0.525897	12.1187	12.6446
60.8%	608.2	5	0.526989	12.1176	12.6446
60.8%	608.21	5	0.528169	12.1164	12.6446
60.8%	608.22	5	0.529435	12.1151	12.6446
60.8%	608.23	5	0.530788	12.1138	12.6446
60.8%	608.24	5	0.532227	12.1123	12.6446
60.8%	608.25	5	0.533752	12.1108	12.6446
60.8%	608.26	5	0.535359	12.1092	12.6446
60.8%	608.27	5	0.537048	12.1075	12.6446
60.8%	608.28	5	0.538817	12.1057	12.6446
60.8%	608.29	5	0.540662	12.1039	12.6446
60.8%	608.3	5	0.542581	12.102	12.6446
60.8%	608.31	5	0.54457	12.1	12.6446
60.8%	608.32	5	0.546626	12.0979	12.6446
60.8%	608.33	5	0.548744	12.0958	12.6446
60.8%	608.34	5	0.550921	12.0936	12.6446
60.8%	608.35	5	0.553151	12.0914	12.6446
60.8%	608.36	5	0.555431	12.0891	12.6446
60.8%	608.37	5	0.557753	12.0868	12.6446
60.8%	608.38	5	0.560114	12.0845	12.6446
60.8%	608.39	5	0.562507	12.0821	12.6446
60.8%	608.4	5	0.564927	12.0797	12.6446
60.8%	608.41	5	0.567367	12.0772	12.6446
60.8%	608.42	5	0.569822	12.0748	12.6446
60.8%	608.43	5	0.572284	12.0723	12.6446
60.8%	608.44	5	0.574747	12.0698	12.6446
60.8%	608.45	5	0.577205	12.0674	12.6446
60.8%	608.46	5	0.57965	12.0649	12.6446
60.8%	608.47	5	0.582077	12.0625	12.6446
60.8%	608.48	5	0.584478	12.0601	12.6446
60.8%	608.49	5	0.586847	12.0578	12.6446
60.9%	608.5	5	0.589176	12.0554	12.6446
60.9%	608.51	5	0.591459	12.0531	12.6446
60.9%	608.52	5	0.59369	12.0509	12.6446
60.9%	608.53	5	0.595862	12.0487	12.6446
60.9%	608.54	5	0.597968	12.0466	12.6446
60.9%	608.55	5	0.600002	12.0446	12.6446
60.9%	608.56	5	0.601959	12.0427	12.6446
60.9%	608.57	5	0.603831	12.0408	12.6446
60.9%	608.58	5	0.605613	12.039	12.6446
60.9%	608.59	5	0.6073	12.0373	12.6446
60.9%	608.6	5	0.608887	12.0357	12.6446
60.9%	608.61	5	0.610367	12.0343	12.6446
60.9%	608.62	5	0.611737	12.0329	12.6446
60.9%	608.63	5	0.612992	12.0316	12.6446
60.9%	608.64	5	0.614127	12.0305	12.6446
60.9%	608.65	5	0.615138	12.0295	12.6446
60.9%	608.66	5	0.616022	12.0286	12.6446
60.9%	608.67	5	0.616775	12.0279	12.6446
60.9%	608.68	5	0.617395	12.0272	12.6446
60.9%	608.69	5	0.617877	12.0268	12.6446
60.9%	608.7	5	0.618221	12.0264	12.6446
60.9%	608.71	5	0.618423	12.0262	12.6446
60.9%	608.72	5	0.618483	12.0262	12.6446
60.9%	608.73	5	0.618398	12.0262	12.6446
60.9%	608.74	5	0.618167	12.0265	12.6446
60.9%	608.75	5	0.61779	12.0268	12.6446
60.9%	608.76	5	0.617266	12.0274	12.6446
60.9%	608.77	5	0.616596	12.028	12.6446
60.9%	608.78	5	0.61578	12.0289	12.6446
60.9%	608.79	5	0.614818	12.0298	12.6446
60.9%	608.8	5	0.613711	12.0309	12.6446
60.9%	608.81	5	0.612462	12.0322	12.6446
60.9%	608.82	5	0.611071	12.0336	12.6446
60.9%	608.83	5	0.609541	12.0351	12.6446
60.9%	608.84	5	0.607875	12.0368	12.6446
60.9%	608.85	5	0.606075	12.0386	12.6446
60.9%	608.86	5	0.604145	12.0405	12.6446
60.9%	608.87	5	0.602088	12.0426	12.6446
60.9%	608.88	5	0.599909	12.0447	12.6446
60.9%	608.89	5	0.597611	12.047	12.6446
60.9%	608.9	5	0.595199	12.0494	12.6446
60.9%	608.91	5	0.592678	12.052	12.6446
60.9%	608.92	5	0.590054	12.0546	12.6446
60.9%	608.93	5	0.587332	12.0573	12.6447
60.9%	608.94	5	0.584518	12.0601	12.6447
60.9%	608.95	5	0.581619	12.063	12.6447
60.9%	608.96	5	0.57864	12.066	12.6447
60.9%	608.97	5	0.575589	12.0691	12.6447
60.9%	608.98	5	0.572472	12.0722	12.6447
60.9%	608.99	5	0.569297	12.0754	12.6447
60.9%	609	5	0.566071	12.0786	12.6447
60.9%	609.01	5	0.562802	12.0819	12.6447
60.9%	609.02	5	0.559497	12.0852	12.6447
60.9%	609.03	5	0.556164	12.0885	12.6447
60.9%	609.04	5	0.552812	12.0919	12.6447
60.9%	609.05	5	0.549448	12.0952	12.6447
60.9%	609.06	5	0.546081	12.0986	12.6447
60.9%	609.07	5	0.542718	12.102	12.6447
60.9%	609.08	5	0.539367	12.1053	12.6447
60.9%	609.09	5	0.536037	12.1087	12.6447
60.9%	609.1	5	0.532735	12.112	12.6447
60.9%	609.11	5	0.529469	12.1152	12.6447
60.9%	609.12	5	0.526247	12.1185	12.6447
60.9%	609.13	5	0.523076	12.1216	12.6447
60.9%	609.14	5	0.519963	12.1248	12.6447
60.9%	609.15	5	0.516916	12.1278	12.6447
60.9%	609.16	5	0.51394	12.1308	12.6447
60.9%	609.17	5	0.511042	12.1337	12.6447
60.9%	609.18	5	0.508229	12.1365	12.6447
60.9%	609.19	5	0.505505	12.1392	12.6447
60.9%	609.2	5	0.502875	12.1419	12.6447
60.9%	609.21	5	0.500345	12.1444	12.6447
60.9%	609.22	5	0.497918	12.1468	12.6447
60.9%	609.23	5	0.495599	12.1491	12.6447
60.9%	609.24	5	0.49339	12.1513	12.6447
60.9%	609.25	5	0.491294	12.1534	12.6447
60.9%	609.26	5	0.489314	12.1554	12.6447
60.9%	609.27	5	0.487451	12.1573	12.6447
60.9%	609.28	5	0.485706	12.159	12.6447
60.9%	609.29	5	0.48408	12.1607	12.6447
60.9%	609.3	5	0.482572	12.1622	12.6447
60.9%	609.31	5	0.481183	12.1636	12.6447
60.9%	609.32	5	0.479912	12.1648	12.6447
60.9%	609.33	5	0.478757	12.166	12.6447
60.9%	609.34	5	0.477716	12.167	12.6447
60.9%	609.35	5	0.476787	12.168	12.6447
60.9%	609.36	5	0.475967	12.1688	12.6447
60.9%	609.37	5	0.475253	12.1695	12.6447
60.9%	609.38	5	0.47464	12.1701	12.6447
60.9%	609.39	5	0.474126	12.1706	12.6447
60.9%	609.4	5	0.473705	12.171	12.6447
60.9%	609.41	5	0.473374	12.1714	12.6447
60.9%	609.42	5	0.473127	12.1716	12.6447
60.9%	609.43	5	0.472959	12.1718	12.6447
60.9%	609.44	5	0.472864	12.1719	12.6447
60.9%	609.45	5	0.472838	12.1719	12.6447
60.9%	609.46	5	0.472875	12.1719	12.6447
60.9%	609.47	5	0.472968	12.1718	12.6447
60.9%	609.48	5	0.473113	12.1716	12.6447
60.9%	609.49	5	0.473303	12.1714	12.6447
61%	609.5	5	0.473533	12.1712	12.6447
61%	609.51	5	0.473797	12.1709	12.6447
61%	609.52	5	0.474089	12.1707	12.6447
61%	609.53	5	0.474404	12.1703	12.6447
61%	609.54	5	0.474736	12.17	12.6447
61%	609.55	5	0.47508	12.1697	12.6447
61%	609.56	5	0.475432	12.1693	12.6447
61%	609.57	5	0.475785	12.169	12.6447
61%	609.58	5	0.476137	12.1686	12.6447
61%	609.59	5	0.476482	12.1683	12.6447
61%	609.6	5	0.476817	12.1679	12.6447
61%	609.61	5	0.477138	12.1676	12.6447
61%	609.62	5	0.477441	12.1673	12.6447
61%	609.63	5	0.477724	12.167	12.6447
61%	609.64	5	0.477983	12.1668	12.6447
61%	609.65	5	0.478216	12.1665	12.6447
61%	609.66	5	0.478422	12.1663	12.6447
61%	609.67	5	0.478599	12.1661	12.6447
61%	609.68	5	0.478745	12.166	12.6447
61%	609.69	5	0.478859	12.1659	12.6447
61%	609.7	5	0.478942	12.1658	12.6447
61%	609.71	5	0.478992	12.1657	12.6447
61%	609.72	5	0.479011	12.1657	12.6447
61%	609.73	5	0.478998	12.1657	12.6447
61%	609.74	5	0.478954	12.1658	12.6447
61%	609.75	5	0.478881	12.1659	12.6447
61%	609.76	5	0.47878	12.166	12.6447
61%	609.77	5	0.478654	12.1661	12.6447
61%	609.78	5	0.478503	12.1662	12.6447
61%	609.79	5	0.478332	12.1664	12.6447
61%	609.8	5	0.478142	12.1666	12.6447
61%	609.81	5	0.477936	12.1668	12.6447
61%	609.82	5	0.477719	12.167	12.6447
61%	609.83	5	0.477492	12.1672	12.6447
61%	609.84	5	0.477261	12.1675	12.6447
61%	609.85	5	0.477028	12.1677	12.6447
61%	609.86	5	0.476798	12.1679	12.6447
61%	609.87	5	0.476574	12.1682	12.6447
61%	609.88	5	0.476361	12.1684	12.6447
61%	609.89	5	0.476164	12.1686	12.6447
61%	609.9	5	0.475986	12.1688	12.6447
61%	609.91	5	0.475832	12.1689	12.6447
61%	609.92	5	0.475705	12.169	12.6447
61%	609.93	5	0.475611	12.1691	12.6447
61%	609.94	5	0.475554	12.1692	12.6447
61%	609.95	5	0.475537	12.1692	12.6447
61%	609.96	5	0.475565	12.1692	12.6447
61%	609.97	5	0.475642	12.1691	12.6447
61%	609.98	5	0.475771	12.169	12.6447
61%	609.99	5	0.475956	12.1688	12.6447
61%	610	5	0.4762	12.1685	12.6447
61%	610.01	5	0.476506	12.1682	12.6447
61%	610.02	5	0.476878	12.1679	12.6447
61%	610.03	5	0.477317	12.1674	12.6447
61%	610.04	5	0.477827	12.1669	12.6447
61%	610.05	5	0.478408	12.1663	12.6447
61%	610.06	5	0.479064	12.1657	12.6447
61%	610.07	5	0.479794	12.1649	12.6447
61%	610.08	5	0.480601	12.1641	12.6447
61%	610.09	5	0.481485	12.1633	12.6447
61%	610.1	5	0.482447	12.1623	12.6447
61%	610.11	5	0.483486	12.1613	12.6447
61%	610.12	5	0.484602	12.1601	12.6447
61%	610.13	5	0.485795	12.1589	12.6447
61%	610.14	5	0.487064	12.1577	12.6447
61%	610.15	5	0.488407	12.1563	12.6447
61%	610.16	5	0.489823	12.1549	12.6447
61%	610.17	5	0.491309	12.1534	12.6447
61%	610.18	5	0.492865	12.1519	12.6447
61%	610.19	5	0.494486	12.1503	12.6447
61%	610.2	5	0.496171	12.1486	12.6447
61%	610.21	5	0.497917	12.1468	12.6447
61%	610.22	5	0.499719	12.145	12.6448
61%	610.23	5	0.501576	12.1432	12.6448
61%	610.24	5	0.503482	12.1413	12.6448
61%	610.25	5	0.505434	12.1393	12.6448
61%	610.26	5	0.507428	12.1373	12.6448
61%	610.27	5	0.50946	12.1353	12.6448
61%	610.28	5	0.511526	12.1332	12.6448
61%	610.29	5	0.513621	12.1311	12.6448
61%	610.3	5	0.51574	12.129	12.6448
61%	610.31	5	0.517879	12.1269	12.6448
61%	610.32	5	0.520034	12.1247	12.6448
61%	610.33	5	0.5222	12.1226	12.6448
61%	610.34	5	0.524372	12.1204	12.6448
61%	610.35	5	0.526546	12.1182	12.6448
61%	610.36	5	0.528717	12.1161	12.6448
61%	610.37	5	0.53088	12.1139	12.6448
61%	610.38	5	0.533032	12.1117	12.6448
61%	610.39	5	0.535167	12.1096	12.6448
61%	610.4	5	0.537282	12.1075	12.6448
61%	610.41	5	0.539373	12.1054	12.6448
61%	610.42	5	0.541434	12.1033	12.6448
61%	610.43	5	0.543464	12.1013	12.6448
61%	610.44	5	0.545457	12.0993	12.6448
61%	610.45	5	0.54741	12.0974	12.6448
61%	610.46	5	0.54932	12.0955	12.6448
61%	610.47	5	0.551183	12.0936	12.6448
61%	610.48	5	0.552997	12.0918	12.6448
61%	610.49	5	0.554758	12.09	12.6448
61.1%	610.5	5	0.556464	12.0883	12.6448
61.1%	610.51	5	0.558112	12.0867	12.6448
61.1%	610.52	5	0.559699	12.0851	12.6448
61.1%	610.53	5	0.561225	12.0836	12.6448
61.1%	610.54	5	0.562685	12.0821	12.6448
61.1%	610.55	5	0.56408	12.0807	12.6448
61.1%	610.56	5	0.565406	12.0794	12.6448
61.1%	610.57	5	0.566663	12.0781	12.6448
61.1%	610.58	5	0.56785	12.0769	12.6448
61.1%	610.59	5	0.568965	12.0758	12.6448
61.1%	610.6	5	0.570007	12.0748	12.6448
61.1%	610.61	5	0.570975	12.0738	12.6448
61.1%	610.62	5	0.57187	12.0729	12.6448
61.1%	610.63	5	0.57269	12.0721	12.6448
61.1%	610.64	5	0.573435	12.0714	12.6448
61.1%	610.65	5	0.574105	12.0707	12.6448
61.1%	610.66	5	0.574701	12.0701	12.6448
61.1%	610.67	5	0.575222	12.0696	12.6448
61.1%	610.68	5	0.575668	12.0691	12.6448
61.1%	610.69	5	0.576041	12.0688	12.6448
61.1%	610.7	5	0.57634	12.0685	12.6448
61.1%	610.71	5	0.576566	12.0682	12.6448
61.1%	610.72	5	0.57672	12.0681	12.6448
61.1%	610.73	5	0.576803	12.068	12.6448
61.1%	610.74	5	0.576816	12.068	12.6448
61.1%	610.75	5	0.57676	12.068	12.6448
61.1%	610.76	5	0.576636	12.0682	12.6448
61.1%	610.77	5	0.576445	12.0683	12.6448
61.1%	610.78	5	0.576189	12.0686	12.6448
61.1%	610.79	5	0.575869	12.0689	12.6448
61.1%	610.8	5	0.575487	12.0693	12.6448
61.1%	610.81	5	0.575043	12.0697	12.6448
61.1%	610.82	5	0.574541	12.0703	12.6448
61.1%	610.83	5	0.57398	12.0708	12.6448
61.1%	610.84	5	0.573364	12.0714	12.6448
61.1%	610.85	5	0.572693	12.0721	12.6448
61.1%	610.86	5	0.57197	12.0728	12.6448
61.1%	610.87	5	0.571196	12.0736	12.6448
61.1%	610.88	5	0.570373	12.0744	12.6448
61.1%	610.89	5	0.569504	12.0753	12.6448
61.1%	610.9	5	0.568589	12.0762	12.6448
61.1%	610.91	5	0.567631	12.0772	12.6448
61.1%	610.92	5	0.566631	12.0782	12.6448
61.1%	610.93	5	0.565593	12.0792	12.6448
61.1%	610.94	5	0.564516	12.0803	12.6448
61.1%	610.95	5	0.563404	12.0814	12.6448
61.1%	610.96	5	0.562259	12.0825	12.6448
61.1%	610.97	5	0.561082	12.0837	12.6448
61.1%	610.98	5	0.559874	12.0849	12.6448
61.1%	610.99	5	0.558639	12.0862	12.6448
61.1%	611	5	0.557378	12.0874	12.6448
61.1%	611.01	5	0.556093	12.0887	12.6448
61.1%	611.02	5	0.554785	12.09	12.6448
61.1%	611.03	5	0.553457	12.0913	12.6448
61.1%	611.04	5	0.55211	12.0927	12.6448
61.1%	611.05	5	0.550745	12.0941	12.6448
61.1%	611.06	5	0.549366	12.0954	12.6448
61.1%	611.07	5	0.547973	12.0968	12.6448
61.1%	611.08	5	0.546567	12.0982	12.6448
61.1%	611.09	5	0.545152	12.0997	12.6448
61.1%	611.1	5	0.543727	12.1011	12.6448
61.1%	611.11	5	0.542295	12.1025	12.6448
61.1%	611.12	5	0.540856	12.1039	12.6448
61.1%	611.13	5	0.539413	12.1054	12.6448
61.1%	611.14	5	0.537967	12.1068	12.6448
61.1%	611.15	5	0.536519	12.1083	12.6448
61.1%	611.16	5	0.535069	12.1097	12.6448
61.1%	611.17	5	0.53362	12.1112	12.6448
61.1%	611.18	5	0.532172	12.1126	12.6448
61.1%	611.19	5	0.530727	12.1141	12.6448
61.1%	611.2	5	0.529284	12.1155	12.6448
61.1%	611.21	5	0.527846	12.117	12.6448
61.1%	611.22	5	0.526412	12.1184	12.6448
61.1%	611.23	5	0.524984	12.1198	12.6448
61.1%	611.24	5	0.523562	12.1212	12.6448
61.1%	611.25	5	0.522147	12.1227	12.6448
61.1%	611.26	5	0.520739	12.1241	12.6448
61.1%	611.27	5	0.519338	12.1255	12.6448
61.1%	611.28	5	0.517946	12.1269	12.6448
61.1%	611.29	5	0.516561	12.1283	12.6448
61.1%	611.3	5	0.515185	12.1296	12.6448
61.1%	611.31	5	0.513818	12.131	12.6448
61.1%	611.32	5	0.512459	12.1324	12.6448
61.1%	611.33	5	0.511108	12.1337	12.6448
61.1%	611.34	5	0.509767	12.135	12.6448
61.1%	611.35	5	0.508433	12.1364	12.6448
61.1%	611.36	5	0.507109	12.1377	12.6448
61.1%	611.37	5	0.505792	12.139	12.6448
61.1%	611.38	5	0.504483	12.1403	12.6448
61.1%	611.39	5	0.503182	12.1416	12.6448
61.1%	611.4	5	0.501888	12.1429	12.6448
61.1%	611.41	5	0.500602	12.1442	12.6448
61.1%	611.42	5	0.499322	12.1455	12.6448
61.1%	611.43	5	0.498049	12.1468	12.6448
61.1%	611.44	5	0.496781	12.148	12.6448
61.1%	611.45	5	0.49552	12.1493	12.6448
61.1%	611.46	5	0.494264	12.1506	12.6448
61.1%	611.47	5	0.493013	12.1518	12.6448
61.1%	611.48	5	0.491766	12.1531	12.6448
61.1%	611.49	5	0.490525	12.1543	12.6448
61.2%	611.5	5	0.489288	12.1555	12.6448
61.2%	611.51	5	0.488055	12.1568	12.6448
61.2%	611.52	5	0.486826	12.158	12.6448
61.2%	611.53	5	0.485602	12.1592	12.6448
61.2%	611.54	5	0.484381	12.1604	12.6448
61.2%	611.55	5	0.483165	12.1617	12.6448
61.2%	611.56	5	0.481954	12.1629	12.6448
61.2%	611.57	5	0.480747	12.1641	12.6448
61.2%	611.58	5	0.479546	12.1653	12.6448
61.2%	611.59	5	0.47835	12.1665	12.6448
61.2%	611.6	5	0.477161	12.1677	12.6448
61.2%	611.61	5	0.475978	12.1688	12.6448
61.2%	611.62	5	0.474804	12.17	12.6448
61.2%	611.63	5	0.473638	12.1712	12.6448
61.2%	611.64	5	0.472482	12.1723	12.6448
61.2%	611.65	5	0.471337	12.1735	12.6448
61.2%	611.66	5	0.470204	12.1746	12.6448
61.2%	611.67	5	0.469085	12.1757	12.6448
61.2%	611.68	5	0.467981	12.1768	12.6448
61.2%	611.69	5	0.466894	12.1779	12.6448
61.2%	611.7	5	0.465826	12.179	12.6448
61.2%	611.71	5	0.464778	12.18	12.6448
61.2%	611.72	5	0.463753	12.1811	12.6448
61.2%	611.73	5	0.462753	12.1821	12.6448
61.2%	611.74	5	0.461779	12.183	12.6448
61.2%	611.75	5	0.460834	12.184	12.6448
61.2%	611.76	5	0.459921	12.1849	12.6448
61.2%	611.77	5	0.459042	12.1858	12.6448
61.2%	611.78	5	0.458198	12.1866	12.6448
61.2%	611.79	5	0.457394	12.1874	12.6448
61.2%	611.8	5	0.456631	12.1882	12.6448
61.2%	611.81	5	0.455911	12.1889	12.6448
61.2%	611.82	5	0.455238	12.1896	12.6448
61.2%	611.83	5	0.454614	12.1902	12.6448
61.2%	611.84	5	0.454041	12.1908	12.6448
61.2%	611.85	5	0.453522	12.1913	12.6448
61.2%	611.86	5	0.45306	12.1918	12.6448
61.2%	611.87	5	0.452656	12.1922	12.6448
61.2%	611.88	5	0.452312	12.1925	12.6448
61.2%	611.89	5	0.452032	12.1928	12.6448
61.2%	611.9	5	0.451817	12.193	12.6448
61.2%	611.91	5	0.451668	12.1932	12.6448
61.2%	611.92	5	0.451587	12.1932	12.6448
61.2%	611.93	5	0.451577	12.1932	12.6448
61.2%	611.94	5	0.451638	12.1932	12.6448
61.2%	611.95	5	0.45177	12.1931	12.6448
61.2%	611.96	5	0.451976	12.1928	12.6448
61.2%	611.97	5	0.452256	12.1926	12.6448
61.2%	611.98	5	0.452609	12.1922	12.6448
61.2%	611.99	5	0.453037	12.1918	12.6448
61.2%	612	5	0.453539	12.1913	12.6448
61.2%	612.01	5	0.454114	12.1907	12.6448
61.2%	612.02	5	0.454761	12.1901	12.6448
61.2%	612.03	5	0.45548	12.1893	12.6448
61.2%	612.04	5	0.45627	12.1886	12.6448
61.2%	612.05	5	0.457128	12.1877	12.6448
61.2%	612.06	5	0.458052	12.1868	12.6448
61.2%	612.07	5	0.459041	12.1858	12.6448
61.2%	612.08	5	0.460092	12.1847	12.6448
61.2%	612.09	5	0.461202	12.1836	12.6448
61.2%	612.1	5	0.462367	12.1825	12.6448
61.2%	612.11	5	0.463585	12.1812	12.6448
61.2%	612.12	5	0.464851	12.18	12.6448
61.2%	612.13	5	0.466163	12.1787	12.6448
61.2%	612.14	5	0.467515	12.1773	12.6448
61.2%	612.15	5	0.468903	12.1759	12.6448
61.2%	612.16	5	0.470323	12.1745	12.6448
61.2%	612.17	5	0.47177	12.1731	12.6448
61.2%	612.18	5	0.473239	12.1716	12.6448
61.2%	612.19	5	0.474725	12.1701	12.6448
61.2%	612.2	5	0.476223	12.1686	12.6448
61.2%	612.21	5	0.477727	12.1671	12.6448
61.2%	612.22	5	0.479232	12.1656	12.6448
61.2%	612.23	5	0.480734	12.1641	12.6448
61.2%	612.24	5	0.482225	12.1626	12.6448
61.2%	612.25	5	0.483702	12.1611	12.6448
61.2%	612.26	5	0.485158	12.1597	12.6448
61.2%	612.27	5	0.486588	12.1583	12.6448
61.2%	612.28	5	0.487987	12.1569	12.6448
61.2%	612.29	5	0.48935	12.1555	12.6448
61.2%	612.3	5	0.490672	12.1542	12.6448
61.2%	612.31	5	0.491947	12.1529	12.6448
61.2%	612.32	5	0.493172	12.1517	12.6448
61.2%	612.33	5	0.49434	12.1505	12.6448
61.2%	612.34	5	0.49545	12.1494	12.6448
61.2%	612.35	5	0.496495	12.1484	12.6448
61.2%	612.36	5	0.497472	12.1474	12.6448
